MSOA_Code,MSOA_Name,house_mean_price,crime_rate,PM_index,education
E02000345,Hackney 001,389514,63,101,454.1
E02000346,Hackney 002,293282,81,104,444.8
E02000347,Hackney 003,337257,44,99,422.7
E02000348,Hackney 004,360248,56,101,427.3
E02000349,Hackney 005,267551,65,99,412.3
E02000350,Hackney 006,407674,56,101,405.7
E02000351,Hackney 007,360516,80,104,419
E02000352,Hackney 008,384181,57,101,457.4
E02000353,Hackney 009,542771,109,103,444.6
E02000354,Hackney 010,312394,83,101,429
E02000355,Hackney 011,397378,79,102,407.5
E02000356,Hackney 012,501104,66,101,459.3
E02000357,Hackney 013,250874,93,99,413.6
E02000358,Hackney 014,388249,115,101,428.1
E02000359,Hackney 015,385034,73,101,392
E02000360,Hackney 016,316980,66,104,445.8
E02000361,Hackney 017,334768,180,106,408.4
E02000362,Hackney 018,305982,114,111,383.7
E02000363,Hackney 019,291007,99,105,402.3
E02000364,Hackney 020,459880,114,103,424.2
E02000365,Hackney 021,457338,193,105,409.4
E02000366,Hackney 022,484224,97,105,369
E02000367,Hackney 023,388182,167,104,433.4
E02000368,Hackney 024,343527,66,102,387.2
E02000369,Hackney 025,341883,86,104,392
E02000370,Hackney 026,424787,78,104,421.2
E02000371,Hackney 027,482083,370,112,442.1
E02000372,Hammersmith and Fulham 001,369531,124,105,425.1
E02000373,Hammersmith and Fulham 002,299000,63,104,496.5
E02000374,Hammersmith and Fulham 003,523191,77,105,503.6
E02000375,Hammersmith and Fulham 004,463486,377,105,464
E02000376,Hammersmith and Fulham 005,489821,170,103,465.3
E02000377,Hammersmith and Fulham 006,472332,90,104,480.3
E02000378,Hammersmith and Fulham 007,469275,118,107,439.4
E02000379,Hammersmith and Fulham 008,643270,61,101,473.6
E02000380,Hammersmith and Fulham 009,751168,68,103,439.3
E02000381,Hammersmith and Fulham 010,879523,74,102,468.6
E02000382,Hammersmith and Fulham 011,717995,132,108,468.6
E02000383,Hammersmith and Fulham 012,525229,71,109,507.9
E02000384,Hammersmith and Fulham 013,624099,319,115,432.6
E02000385,Hammersmith and Fulham 014,465007,86,108,469.5
E02000386,Hammersmith and Fulham 015,400934,79,105,458.4
E02000387,Hammersmith and Fulham 016,509759,84,103,466.3
E02000388,Hammersmith and Fulham 017,624576,116,103,447.6
E02000389,Hammersmith and Fulham 018,705750,66,100,506.5
E02000390,Hammersmith and Fulham 019,706637,62,101,446.5
E02000391,Hammersmith and Fulham 020,1200599,126,105,444.1
E02000392,Hammersmith and Fulham 021,883230,111,102,405.8
E02000393,Hammersmith and Fulham 022,779370,58,102,440.7
E02000394,Hammersmith and Fulham 023,713398,57,100,458.9
E02000395,Hammersmith and Fulham 024,947621,93,100,473.3
E02000396,Hammersmith and Fulham 025,862851,76,101,424.3
E02000397,Haringey 001,268937,64,98,367.3
E02000398,Haringey 002,164997,105,98,421.3
E02000399,Haringey 003,197922,122,99,410
E02000400,Haringey 004,371031,78,100,412.2
E02000401,Haringey 005,232625,72,101,393.4
E02000402,Haringey 006,203214,88,100,367.6
E02000403,Haringey 007,292615,87,100,406.7
E02000404,Haringey 008,262675,64,100,417.8
E02000405,Haringey 009,528104,84,98,455.8
E02000406,Haringey 010,269982,59,99,376.1
E02000407,Haringey 011,195685,100,102,405.7
E02000408,Haringey 012,200199,114,102,376
E02000409,Haringey 013,273857,62,99,423.6
E02000410,Haringey 014,548107,65,100,464.5
E02000411,Haringey 015,182860,81,101,395.8
E02000412,Haringey 016,302215,324,101,408.2
E02000413,Haringey 017,764078,41,97,423.7
E02000414,Haringey 018,247858,67,98,412.4
E02000415,Haringey 019,299327,86,100,415.8
E02000416,Haringey 020,336721,63,99,345
E02000417,Haringey 021,635830,94,99,428.6
E02000418,Haringey 022,533943,53,99,458.8
E02000419,Haringey 023,371090,82,103,422.3
E02000420,Haringey 024,239698,120,101,371.6
E02000421,Haringey 025,202800,120,105,391.4
E02000422,Haringey 026,263923,76,102,378.6
E02000423,Haringey 027,301480,76,101,345.1
E02000424,Haringey 028,457668,45,98,425.9
E02000425,Haringey 029,317786,62,101,402.4
E02000426,Haringey 030,785000,65,100,472
E02000427,Haringey 031,402192,88,102,388
E02000428,Haringey 032,261690,77,101,411.2
E02000429,Haringey 033,505175,57,99,440.3
E02000430,Haringey 034,474752,78,100,406
E02000431,Haringey 035,530327,47,102,429.9
E02000432,Haringey 036,391840,59,100,422.8
E02000433,Harrow 001,542939,60,94,422.8
E02000434,Harrow 002,396628,49,95,448.1
E02000435,Harrow 003,385705,47,94,420.8
E02000436,Harrow 004,555232,33,93,503.1
E02000437,Harrow 005,347695,47,95,457.1
E02000438,Harrow 006,337640,54,96,459.7
E02000439,Harrow 007,288991,61,96,442.1
E02000440,Harrow 008,398540,52,96,434.3
E02000441,Harrow 009,449647,39,94,445.2
E02000442,Harrow 010,284621,46,96,478.4
E02000443,Harrow 011,246519,63,95,437.6
E02000444,Harrow 012,336308,50,96,457.2
E02000445,Harrow 013,250109,77,97,411.2
E02000446,Harrow 014,309269,38,95,446.4
E02000447,Harrow 015,343739,37,95,485.4
E02000448,Harrow 016,479168,49,95,504.9
E02000449,Harrow 017,290354,35,97,451.8
E02000450,Harrow 018,341508,49,97,457.6
E02000451,Harrow 019,352855,32,95,475.1
E02000452,Harrow 020,260965,73,96,446.4
E02000453,Harrow 021,251239,38,96,452.7
E02000454,Harrow 022,444407,23,94,491.8
E02000455,Harrow 023,307091,125,99,433.8
E02000456,Harrow 024,305685,39,96,443
E02000457,Harrow 025,370709,42,95,474.4
E02000458,Harrow 026,287275,33,94,460
E02000459,Harrow 027,245911,58,96,425
E02000460,Harrow 028,252661,49,96,414.8
E02000461,Harrow 029,365021,42,97,425.8
E02000462,Harrow 030,249957,70,97,472.6
E02000463,Harrow 031,257058,45,96,475.7
E02000464,Havering 001,202325,49,93,378.7
E02000465,Havering 002,182746,64,94,415
E02000466,Havering 003,214800,45,92,403.4
E02000467,Havering 004,153333,89,93,423.9
E02000468,Havering 005,221255,52,92,408.6
E02000469,Havering 006,183151,59,94,408.2
E02000470,Havering 007,231514,76,93,475.8
E02000471,Havering 008,291577,40,94,394.5
E02000472,Havering 009,234824,41,95,424.8
E02000473,Havering 010,261946,44,95,499
E02000474,Havering 011,191635,57,95,435.4
E02000475,Havering 012,334372,51,95,485.8
E02000476,Havering 013,188874,308,98,410.3
E02000477,Havering 014,271420,33,94,492
E02000478,Havering 015,589736,27,92,466.1
E02000479,Havering 016,198901,83,97,445.6
E02000480,Havering 017,178230,85,96,443.7
E02000481,Havering 018,273794,27,93,482.2
E02000482,Havering 019,408734,32,92,516.7
E02000483,Havering 020,232956,88,93,453.9
E02000484,Havering 021,241127,48,94,474.3
E02000485,Havering 022,271347,53,93,439.5
E02000486,Havering 023,231065,43,93,441.1
E02000487,Havering 024,419698,36,92,464
E02000488,Havering 025,249927,32,93,444.8
E02000489,Havering 026,221485,50,93,429.4
E02000490,Havering 027,201812,59,94,434.9
E02000491,Havering 028,193571,81,96,409.1
E02000492,Havering 029,229063,52,94,462.3
E02000493,Havering 030,180615,94,96,461.7
E02000494,Hillingdon 001,664253,34,92,512.8
E02000495,Hillingdon 002,322358,57,94,460.9
E02000496,Hillingdon 003,297398,58,92,421.7
E02000497,Hillingdon 004,383076,37,94,481.9
E02000498,Hillingdon 005,366275,38,92,476.1
E02000499,Hillingdon 006,395862,37,94,528.6
E02000500,Hillingdon 007,399803,75,94,512.2
E02000501,Hillingdon 008,315445,35,94,551
E02000502,Hillingdon 009,316644,42,95,507.3
E02000503,Hillingdon 010,293153,28,95,540.7
E02000504,Hillingdon 011,414387,31,94,538.7
E02000505,Hillingdon 012,271953,73,96,545.7
E02000506,Hillingdon 013,468961,50,96,531.7
E02000507,Hillingdon 014,263817,39,95,487.7
E02000508,Hillingdon 015,232337,140,95,522.1
E02000509,Hillingdon 016,226704,96,95,520.3
E02000510,Hillingdon 017,267769,74,96,529.3
E02000511,Hillingdon 018,233124,57,94,453.8
E02000512,Hillingdon 019,227896,81,95,464.2
E02000513,Hillingdon 020,183066,80,95,423.8
E02000514,Hillingdon 021,239201,77,96,476
E02000515,Hillingdon 022,195336,92,95,437
E02000516,Hillingdon 023,221614,60,97,509.2
E02000517,Hillingdon 024,228662,66,96,438.2
E02000518,Hillingdon 025,235066,65,97,442.2
E02000519,Hillingdon 026,219119,106,98,440.4
E02000520,Hillingdon 027,240663,116,99,451.7
E02000521,Hillingdon 028,242420,71,100,378.4
E02000522,Hillingdon 029,240487,69,98,419.7
E02000523,Hillingdon 030,212667,89,102,434
E02000524,Hillingdon 031,221074,379,102,408
E02000525,Hillingdon 032,210535,88,101,438.1
E02000526,Hounslow 001,845204,95,105,465.2
E02000527,Hounslow 002,571007,138,105,469.1
E02000528,Hounslow 003,304268,89,103,424.3
E02000529,Hounslow 004,227828,53,101,492.9
E02000530,Hounslow 005,184971,125,102,476.8
E02000531,Hounslow 006,395215,75,102,442.7
E02000532,Hounslow 007,713778,85,101,478.3
E02000533,Hounslow 008,584471,64,102,503.9
E02000534,Hounslow 009,368267,83,99,500
E02000535,Hounslow 010,284988,64,100,502.6
E02000536,Hounslow 011,283455,69,100,484
E02000537,Hounslow 012,387802,64,98,528.8
E02000538,Hounslow 013,251679,90,101,488.1
E02000539,Hounslow 014,288471,68,99,432.1
E02000540,Hounslow 015,289295,99,98,493.5
E02000541,Hounslow 016,251263,83,99,439.9
E02000542,Hounslow 017,237613,107,100,474.5
E02000543,Hounslow 018,244239,177,98,476.6
E02000544,Hounslow 019,286702,41,96,490
E02000545,Hounslow 020,310100,71,98,425.5
E02000546,Hounslow 021,235435,51,96,453.5
E02000547,Hounslow 022,215221,73,99,467.1
E02000548,Hounslow 023,181556,68,97,440
E02000549,Hounslow 024,215746,78,97,442.2
E02000550,Hounslow 025,197054,91,96,418.5
E02000551,Hounslow 026,202719,78,97,439.6
E02000552,Hounslow 027,208197,70,95,437.8
E02000553,Hounslow 028,233235,58,96,460.3
E02000554,Islington 001,382057,72,101,447
E02000555,Islington 002,460892,67,102,379.8
E02000556,Islington 003,363792,99,102,446.3
E02000557,Islington 004,463931,115,105,405.8
E02000558,Islington 005,254049,124,104,461.8
E02000559,Islington 006,507098,80,103,416.3
E02000560,Islington 007,370785,183,107,497.7
E02000561,Islington 008,530825,69,101,442.6
E02000562,Islington 009,513595,73,102,439.1
E02000563,Islington 010,394518,77,104,421.4
E02000564,Islington 011,376414,99,105,430.4
E02000565,Islington 012,440705,93,103,441.1
E02000566,Islington 013,706823,160,104,381.7
E02000567,Islington 014,512709,91,104,425.8
E02000568,Islington 015,375461,113,104,410
E02000569,Islington 016,686078,119,106,401.9
E02000570,Islington 017,758459,90,103,447
E02000571,Islington 018,551162,100,104,373
E02000572,Islington 019,348141,92,106,390.2
E02000573,Islington 020,772651,335,108,351
E02000574,Islington 021,674789,198,111,394.5
E02000575,Islington 022,662865,220,112,369.1
E02000576,Islington 023,539062,211,109,449.5
E02000577,Kensington and Chelsea 001,322713,150,109,486
E02000578,Kensington and Chelsea 002,674436,84,106,483.5
E02000579,Kensington and Chelsea 003,932292,92,112,504
E02000580,Kensington and Chelsea 004,899709,176,109,516.4
E02000581,Kensington and Chelsea 005,966241,86,106,533.4
E02000582,Kensington and Chelsea 006,1586898,168,105,551.8
E02000583,Kensington and Chelsea 007,2328636,137,106,564.8
E02000584,Kensington and Chelsea 008,1961355,145,106,465.1
E02000585,Kensington and Chelsea 009,1348060,66,107,545
E02000586,Kensington and Chelsea 010,2161788,106,107,504
E02000587,Kensington and Chelsea 011,2290030,88,109,587.5
E02000588,Kensington and Chelsea 012,2450617,243,112,529.9
E02000589,Kensington and Chelsea 013,1243932,83,112,542.5
E02000590,Kensington and Chelsea 014,1434863,124,112,449.1
E02000591,Kensington and Chelsea 015,842563,80,121,497.7
E02000592,Kensington and Chelsea 016,1732021,168,112,637.8
E02000593,Kensington and Chelsea 017,1475311,104,110,537.2
E02000594,Kensington and Chelsea 018,1683472,127,108,455
E02000595,Kensington and Chelsea 019,1732291,122,108,362.4
E02000596,Kensington and Chelsea 020,1189745,104,108,551.1
E02000597,Kensington and Chelsea 021,902783,84,112,478.6
E02000598,Kingston upon Thames 001,468132,32,97,512.6
E02000599,Kingston upon Thames 002,1086787,38,97,498.1
E02000600,Kingston upon Thames 003,403141,47,98,465.9
E02000601,Kingston upon Thames 004,434826,41,97,451.8
E02000602,Kingston upon Thames 005,323078,105,101,431.4
E02000603,Kingston upon Thames 006,288570,49,97,424.5
E02000604,Kingston upon Thames 007,389197,69,97,479.3
E02000605,Kingston upon Thames 008,399891,40,96,487.5
E02000606,Kingston upon Thames 009,384826,261,101,472.8
E02000607,Kingston upon Thames 010,392855,28,96,446.9
E02000608,Kingston upon Thames 011,333256,70,97,442.6
E02000609,Kingston upon Thames 012,356788,39,100,492.6
E02000610,Kingston upon Thames 013,321067,34,97,411.7
E02000611,Kingston upon Thames 014,461915,26,97,500.7
E02000612,Kingston upon Thames 015,368977,29,97,504.7
E02000613,Kingston upon Thames 016,345758,41,98,437
E02000614,Kingston upon Thames 017,282228,61,98,465.3
E02000615,Kingston upon Thames 018,266456,37,98,462.2
E02000616,Kingston upon Thames 019,237920,36,94,483.5
E02000617,Kingston upon Thames 020,257696,44,94,426.1
E02000618,Lambeth 001,488144,298,109,434.8
E02000619,Lambeth 002,430306,70,105,408.6
E02000620,Lambeth 003,484050,146,109,410.7
E02000621,Lambeth 004,522686,143,110,480.8
E02000622,Lambeth 005,372806,94,107,450.8
E02000623,Lambeth 006,328497,68,104,438.1
E02000624,Lambeth 007,395393,97,104,432.2
E02000625,Lambeth 008,283966,92,104,475.4
E02000626,Lambeth 009,296387,73,102,428.9
E02000627,Lambeth 010,393610,90,104,457.1
E02000628,Lambeth 011,246489,267,106,479.8
E02000629,Lambeth 012,510623,184,105,419.1
E02000630,Lambeth 013,687787,129,106,484.1
E02000631,Lambeth 014,421330,99,102,457.7
E02000632,Lambeth 015,385431,86,103,442.9
E02000633,Lambeth 016,313763,171,105,442.9
E02000634,Lambeth 017,432438,179,105,418
E02000635,Lambeth 018,358964,118,102,465.7
E02000636,Lambeth 019,659417,95,102,463.8
E02000637,Lambeth 020,359642,86,101,435.3
E02000638,Lambeth 021,309198,80,102,439.6
E02000639,Lambeth 022,258185,63,104,437.7
E02000640,Lambeth 023,499526,62,101,498.2
E02000641,Lambeth 024,266765,61,101,434.6
E02000642,Lambeth 025,362885,71,102,457.3
E02000643,Lambeth 026,397411,73,101,475.5
E02000644,Lambeth 027,331698,94,100,492.2
E02000645,Lambeth 028,400863,93,100,461.8
E02000646,Lambeth 029,313469,107,101,507.1
E02000647,Lambeth 030,331696,56,99,491.9
E02000648,Lambeth 031,256895,82,99,461
E02000649,Lambeth 032,305671,85,102,469.4
E02000650,Lambeth 033,282830,78,99,463.9
E02000651,Lambeth 034,321580,78,100,483.6
E02000652,Lambeth 035,254584,44,99,500.1
E02000653,Lewisham 001,271405,58,100,388.4
E02000654,Lewisham 002,206697,91,101,373.3
E02000655,Lewisham 003,214515,75,100,401.6
E02000656,Lewisham 004,189532,163,104,446.4
E02000657,Lewisham 005,279971,121,105,408
E02000658,Lewisham 006,341065,73,103,399.7
E02000659,Lewisham 007,435559,91,101,411.3
E02000660,Lewisham 008,297279,83,102,424.5
E02000661,Lewisham 009,429663,90,101,450.2
E02000662,Lewisham 010,343000,59,100,383.1
E02000663,Lewisham 011,256295,63,99,426.5
E02000664,Lewisham 012,235803,210,102,427.9
E02000665,Lewisham 013,329857,70,98,431.9
E02000666,Lewisham 014,286434,65,100,430.4
E02000667,Lewisham 015,317591,57,101,417.6
E02000668,Lewisham 016,302958,59,99,482.5
E02000669,Lewisham 017,247127,61,100,379.6
E02000670,Lewisham 018,209232,76,100,399.8
E02000671,Lewisham 019,306905,67,100,393.5
E02000672,Lewisham 020,247554,145,101,407
E02000673,Lewisham 021,359619,77,100,399.7
E02000674,Lewisham 022,259407,39,98,415
E02000675,Lewisham 023,258805,67,98,448.4
E02000676,Lewisham 024,304197,57,99,397
E02000677,Lewisham 025,275455,59,97,424.2
E02000678,Lewisham 026,205734,68,98,399.5
E02000679,Lewisham 027,254355,65,98,356.4
E02000680,Lewisham 028,291198,84,100,401.3
E02000681,Lewisham 029,240009,72,98,387.4
E02000682,Lewisham 030,224286,91,97,398.1
E02000683,Lewisham 031,205211,55,96,359.7
E02000684,Lewisham 032,176681,82,97,402.1
E02000685,Lewisham 033,233614,74,99,390.4
E02000686,Lewisham 034,196963,85,97,341.2
E02000687,Lewisham 035,300312,67,98,414.8
E02000688,Lewisham 036,223642,100,97,435.8
E02000689,Merton 001,656305,60,99,522.6
E02000690,Merton 002,1744336,65,96,553.3
E02000691,Merton 003,529641,107,99,472.8
E02000692,Merton 004,785294,66,98,413.1
E02000693,Merton 005,273234,70,100,442.4
E02000694,Merton 006,441401,48,99,462.3
E02000695,Merton 007,304676,58,98,464.1
E02000696,Merton 008,216086,55,98,426.7
E02000697,Merton 009,473713,96,101,562.5
E02000698,Merton 010,753708,32,98,525.3
E02000699,Merton 011,460988,38,99,537
E02000700,Merton 012,213503,54,99,400.3
E02000701,Merton 013,212451,71,101,476.6
E02000702,Merton 014,209152,56,99,455.3
E02000703,Merton 015,443579,48,99,514
E02000704,Merton 016,329717,80,100,431.4
E02000705,Merton 017,231813,50,98,457.5
E02000706,Merton 018,197147,83,99,408.1
E02000707,Merton 019,214387,74,97,439.6
E02000708,Merton 020,350548,51,98,496.2
E02000709,Merton 021,342909,28,96,477
E02000710,Merton 022,232045,84,99,444.7
E02000711,Merton 023,223089,81,100,440.9
E02000712,Merton 024,232651,58,97,439.6
E02000713,Merton 025,264012,33,96,476.2
E02000714,Newham 001,235782,73,98,415.9
E02000715,Newham 002,194398,73,101,400.1
E02000716,Newham 003,216536,91,98,380.8
E02000717,Newham 004,187000,79,100,433.2
E02000718,Newham 005,160138,61,102,390.8
E02000719,Newham 006,244481,85,99,368
E02000720,Newham 007,284321,68,99,438.4
E02000721,Newham 008,217413,102,100,425.1
E02000722,Newham 009,245152,88,102,395.7
E02000723,Newham 010,255111,63,98,428.5
E02000724,Newham 011,203389,52,98,387
E02000725,Newham 012,231667,260,106,412.1
E02000726,Newham 013,235219,299,102,391.5
E02000727,Newham 014,224795,79,100,420.1
E02000728,Newham 015,216707,55,100,461.3
E02000729,Newham 016,215226,64,99,433.4
E02000730,Newham 017,198079,80,99,427.4
E02000731,Newham 018,208694,157,101,455.7
E02000732,Newham 019,193325,77,98,423.9
E02000733,Newham 020,209621,71,102,393.3
E02000734,Newham 021,215130,67,101,427
E02000735,Newham 022,206409,95,99,388.2
E02000736,Newham 023,190161,74,106,386.9
E02000737,Newham 024,207218,83,98,444.3
E02000738,Newham 025,211669,70,99,494.5
E02000739,Newham 026,201400,78,101,403.8
E02000740,Newham 027,193797,66,99,387.9
E02000741,Newham 028,186647,87,100,459
E02000742,Newham 029,200631,64,104,456.8
E02000743,Newham 030,208587,101,104,388.5
E02000744,Newham 031,201268,77,109,385.5
E02000745,Newham 032,210826,65,106,396
E02000746,Newham 033,233000,162,99,410.2
E02000747,Newham 034,222728,77,103,363.6
E02000748,Newham 035,210256,83,99,404.1
E02000749,Newham 036,195022,119,101,409.1
E02000750,Newham 037,250518,75,99,386.7
E02000751,Redbridge 001,461205,51,96,455
E02000752,Redbridge 002,207826,83,93,401.2
E02000753,Redbridge 003,227559,56,93,388.6
E02000754,Redbridge 004,314321,56,96,436
E02000755,Redbridge 005,258484,71,99,447.1
E02000756,Redbridge 006,296809,67,95,421.4
E02000757,Redbridge 007,318044,83,102,455
E02000758,Redbridge 008,290853,47,96,466.1
E02000759,Redbridge 009,325649,63,105,469.5
E02000760,Redbridge 010,254189,71,96,453.3
E02000761,Redbridge 011,365597,48,98,497.9
E02000762,Redbridge 012,312205,49,99,501.9
E02000763,Redbridge 013,248313,59,95,470.6
E02000764,Redbridge 014,393858,65,99,470.9
E02000765,Redbridge 015,285713,71,99,491.5
E02000766,Redbridge 016,348189,60,100,484.6
E02000767,Redbridge 017,264976,77,98,458.5
E02000768,Redbridge 018,497021,67,103,427.4
E02000769,Redbridge 019,226782,60,97,460.6
E02000770,Redbridge 020,238138,47,99,489.1
E02000771,Redbridge 021,324135,95,99,494.6
E02000772,Redbridge 022,232500,98,98,428.7
E02000773,Redbridge 023,298568,53,99,461.4
E02000774,Redbridge 024,253871,70,97,448.7
